coffee_name,total_score,roast_level,agtron_ground,agtron_roast,price_per_100g,roaster_country,origin_country
Testi Ayla Double Ethiopia,97,Light,64,86,16.15,USA,Ethiopia
Primavera Colombia Espresso,94,Medium Light,58,78,5.59,USA,Colombia
Gigesa Ethiopia,94,Light,62,80,5.29,USA,Ethiopia
Espresso Blend,94,Medium,51,64,200.0,Taiwan,Unknown
Classic MK Blend,94,Medium Dark,36,48,200.0,Taiwan,Colombia
Chocolate Lover’s Espresso,94,Medium Dark,39,53,133.33,Taiwan,Colombia
Golden Parrot Blend,95,Medium,50,67,92.59,Taiwan,Ethiopia
Bull Demon King,96,Medium Dark,35,48,242.5,Taiwan,Ethiopia
Tanzania Gesha Peaberry,95,Light,62,80,66.09,USA,Tanzania
Ethiopia Natural Guji D Minor 21/01,95,Light,64,84,165.34,Taiwan,Ethiopia
Ethiopia Hambela Yellow Honey James Selection,95,Light,62,80,180.78,Taiwan,Ethiopia
Costa Rica Black Honey,94,Medium Light,58,76,121.25,Taiwan,Costa Rica
Ethiopia Guji Hambela Kudume Yellow Honey,94,Medium Light,58,76,280.0,Taiwan,Ethiopia
Ethiopia Sidamo Bensa Mirado Natural,94,Light,64,80,220.26,Taiwan,Ethiopia
Costa Rica La Florida Red Honey Espresso,95,Medium Light,54,78,132.28,Taiwan,Costa Rica
Ethiopia Yirgacheffe Botabaa Washed G1 21/01,94,Medium Light,60,80,127.87,Taiwan,Ethiopia
Yemen Mocca Matari,94,Medium Light,60,78,299.56,Taiwan,Yemen
Mojave Vault Series Geisha Natural,94,Light,64,84,22.02,USA,Panama
Kabiufa Papua New Guinea,94,Light,60,82,4.7,USA,Papua New Guinea
Ethiopia Buku Abela,94,Medium Light,60,78,154.19,Taiwan,Ethiopia
Colombia Finca Santa Maria,95,Medium Light,58,78,5.29,USA,Colombia
Yemen Mocha Haimi,94,Light,63,83,15.43,USA,Yemen
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,94,Light,62,80,300.0,Taiwan,Costa Rica
Colombia Wush Wush,94,Medium,56,64,7.94,USA,Colombia
Brazil Gauriroba Natural,94,Light,82,104,2980.0,Japan,Brazil
Rwanda “Silverback Returns”,94,Medium Dark,42,58,352.73,Taiwan,Rwanda
Gigesa Natural,95,Medium Light,58,78,5.29,USA,Ethiopia
El Jocote Natural,95,Medium Light,60,78,7.05,USA,Costa Rica
Panama Finca Santa Teresa Summer Gesha,94,Medium Light,60,78,25.57,USA,Panama
Baby Dragons,94,Medium Light,60,77,8.23,USA,Colombia
Kona Maragogype Peaberry Natural,95,Medium Light,58,80,22.05,USA,USA
Ecuador San José de Minas Double-Anaerobic,94,Light,62,80,13.23,USA,Ecuador
Nyeri Hill Kenya,95,Medium Light,58,80,6.03,USA,Kenya
La Perla Chiquita Ecuador,95,Medium Light,56,76,6.17,USA,Ecuador
Pantan Musara Sumatra,94,Medium Light,56,74,5.26,USA,Indonesia
Las Flores Colombia,94,Medium Light,58,78,5.88,USA,Colombia
Nicaragua Yellow Pacamara Natural,94,Light,62,80,26.41,USA,Nicaragua
Ethiopia West Arsi Nensebo Natural G1,95,Medium Light,52,70,7.05,Taiwan,Ethiopia
Ethiopia Sidama Bona Sweet Natural,94,Light,62,80,5.88,Taiwan,Ethiopia
Congo Square,94,Medium Light,56,74,5.88,USA,Democratic Republic of the Congo
Rwanda Rulindo Tumba,94,Medium Light,60,78,5.0,USA,Rwanda
Tanzania Sambewe,94,Medium Light,58,78,4.98,USA,Tanzania
Rwanda Kinini Village Natural,94,Medium Light,58,78,6.32,USA,Rwanda
Tanzania Peaberry,94,Medium Light,53,71,3.97,USA,Tanzania
Tanzania Ngila Estate SL28,95,Light,60,84,7.33,USA,Tanzania
Ethiopia Washed Sidama Nafasha 74158 21/01,96,Medium Light,60,78,127.87,Taiwan,Ethiopia
Ethiopia Tibe Haro Uraga,95,Medium Light,58,78,6.02,USA,Ethiopia
Taiwan Natural Alishan TFU’YA Kakalove Lot,95,Medium Light,58,78,617.28,Taiwan,Taiwan
Ethiopia Natural Guji Blue Donkey 21/01,95,Light,60,82,143.3,Taiwan,Ethiopia
Kenya Nyeri Gachatha Washed AB,94,Medium Light,58,76,143.3,Taiwan,Kenya
Ethiopia Yirgacheffe G1 Mulugeta Tsige,95,Medium Light,60,78,250.0,Taiwan,Ethiopia
Kenya AA Top Gathambi Station,94,Medium Light,58,76,275.0,Taiwan,Kenya
Ethiopia Guji Gerba Station G1 Natural Espresso,94,Medium Light,56,76,225.0,Taiwan,Ethiopia
Ethiopia Keramo Village,94,Medium Light,60,77,10.0,USA,Ethiopia
Ethiopia Uraga Washed G1,94,Medium Light,58,78,5.28,USA,Ethiopia
Kenya Karindudu AA,95,Medium Light,56,76,6.47,USA,Kenya
Colombia Cardona Natural,94,Light,62,80,7.35,USA,Colombia
Ethiopia Guji Anaerobic,94,Medium Light,57,73,7.35,USA,Ethiopia
Maypop,94,Medium Light,56,72,7.35,Colombia,Colombia
La Soledad Colombia,94,Medium Light,58,80,7.94,USA,Colombia
Colombia Huila Acevedo El Paraiso,94,Medium Light,57,77,7.35,USA,Colombia
Love of Desolate,96,Medium Light,58,80,220.26,Taiwan,Costa Rica
Blend No.7 Berrichee,95,Medium Light,54,74,210.0,Taiwan,Mexico
Ethiopia Niguse Gemeda Mude Natural,94,Medium Light,60,78,396.48,Taiwan,Ethiopia
La Estrella Carbonic Geisha Reserve,95,Medium Light,59,77,20.0,USA,Colombia
Ethiopia Guji Wush Wush Anaerobic Natural,95,Medium Light,57,77,246.7,Taiwan,Ethiopia
Ethiopia Guji Wush Wush,95,Medium Light,58,77,7.33,USA,Ethiopia
Tres Dragones Colombia,94,Medium Light,60,78,7.35,USA,Colombia
Panama Elida Estate Catuaí Natural ASD,94,Medium Light,58,76,7.27,USA,Panama
Ethiopia Yirgacheffe Israel Degfa Natural Gr.1,94,Medium Light,56,76,198.24,Taiwan,Ethiopia
Panama Elida Estate Washed,96,Medium Light,59,77,40.0,USA,Panama
Kona Maragogype Natural,94,Medium Light,58,82,26.41,USA,USA
Kenya Washed Nakuru Gachombe Factory AB,95,Medium Light,56,78,92.59,Taiwan,Kenya
Ethiopia Natural Guji Hambella Wate Peaberry,95,Light,62,84,165.34,Taiwan,Ethiopia
Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic,94,Medium Light,59,77,160.0,Taiwan,Ethiopia
Ethiopia Natural Guji,94,Medium Light,56,76,92.59,Taiwan,Ethiopia
Costa Rica Yellow Honey Kinka Bear Lot 20-02,94,Medium Light,52,70,110.23,Taiwan,Costa Rica
Ethiopia Guji Shakiso Dambi Udo Honey,94,Light,62,80,155.56,Taiwan,Ethiopia
Kenya Washed Nyeri Gichathaini Factory AB,94,Medium Light,60,78,171.96,Taiwan,Kenya
Colombia Pink Bourbon Honey,95,Medium Light,60,80,8.52,USA,Colombia
Karatina Kenya,95,Medium Light,60,78,6.47,USA,Kenya
Cerro Azul Geisha,95,Light,62,80,12.35,USA,Colombia
Kona SL34 Sweet Spot,94,Medium Light,58,80,25.17,USA,USA
Haraaz Red,95,Medium Light,58,82,7.72,USA,Yemen
Kona Mocca®,96,Medium Light,56,74,38.58,USA,USA
Panama Elida Green-Tip Geisha La Torre ASD,95,Light,62,84,26.46,USA,Panama
Kona Peaberry,94,Medium Light,56,76,12.35,USA,USA
Panama Finca Los Lajones Natural,94,Light,60,82,8.52,USA,Panama
SL28,94,Medium Light,56,76,14.55,USA,Unknown
Bourbon Pointu Natural,94,Medium Light,58,76,25.2,USA,Unknown
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,94,Light,64,82,181.82,Taiwan,Ethiopia
Yemen Al Mashtal Al Burhani,94,Medium Light,58,78,22.0,USA,Yemen
Flight Seasonal Espresso,95,Medium Light,58,74,5.58,USA,Unknown
Panama Boquete Flor De Mariposa Geisha Espresso,96,Medium Light,54,76,220.46,Taiwan,Panama
Guji Ethiopia Washed,94,Light,62,84,5.29,USA,Ethiopia
Colombia Monteblanco Geisha,94,Light,64,82,8.81,USA,Colombia
Ethiopia Gedeo Kochere Reko Natural,94,Light,64,84,6.96,Taiwan,Ethiopia
Costa Rica Aris Red Honey Lot 2002 Espresso,94,Medium Light,52,70,119.05,Taiwan,Costa Rica
Twisted V.6 Espresso,94,Medium Light,54,74,4.63,USA,Unknown
Aged Sumatra Ulos Batak 2015,94,Medium,45,63,5.57,USA,Indonesia
Kona Uluwehi SL34,94,Medium Light,60,80,26.41,USA,USA
Colombia Pink Bourbon Finca El Chaparote,94,Light,64,82,8.79,USA,Colombia
Ethiopia Neja Fadil,94,Medium Light,58,78,5.88,USA,Ethiopia
Peru Buena Vista Valerio Almanza Ccahua,94,Medium Light,60,78,11.9,USA,Peru
Panama Finca Santa Teresa Lot 9,94,Medium Light,60,78,5.88,USA,Panama
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,94,Medium Light,58,78,160.0,Taiwan,Guatemala
Ethiopia Halo Hartume Daniel Mijane,94,Medium Light,58,78,5.59,USA,Ethiopia
Colombia Cauca El Paraiso,96,Light,85,105,1.0,Japan,Colombia
Taiwan Songyue Geisha,94,Light,79,92,4.0,Japan,Taiwan
Kenya Nyeri,94,Medium Light,60,78,288.89,Taiwan,Kenya
Kenya Kirinyaga Baragwi Karumandi AA,94,Medium Light,54,74,4.98,USA,Kenya
Harimau Tiger Sumatra,94,Medium Light,54,74,5.0,USA,Indonesia
Ethiopia Sidamo Washed,95,Medium Light,58,78,163.88,Taiwan,Ethiopia
Ethiopia Guji Uraga Washed,95,Medium Light,60,78,111.01,Taiwan,Ethiopia
Indonesia Golden Sumatra TP Espresso,96,Medium,44,62,225.0,Taiwan,Indonesia
Kenya Gachatha,95,Medium Light,54,72,6.61,USA,Kenya
Ethiopia Suke Quto Single-Origin Espresso,94,Medium Light,52,72,5.59,USA,Ethiopia
Ethiopia Gera Limu,94,Medium Light,58,80,5.59,USA,Ethiopia
Panama Pacamara Natural,94,Medium Light,52,70,25.0,Canada,Panama
Ka’u Pink Honey,94,Light,64,84,22.0,USA,USA
Kona Maragogype Pink Honey,94,Light,64,86,26.41,USA,USA
RD1 Espresso Blend,95,Medium Light,54,72,132.28,Taiwan,Indonesia
Bull Espresso Blend,95,Medium Light,56,76,99.12,Taiwan,Kenya
Ethiopia Yirgacheffe Gotiti Natural,95,Medium Light,58,80,167.55,Taiwan,Ethiopia
Ethiopia Demeka Becha,95,Light,64,82,6.46,USA,Ethiopia
Trust the Process — Full Natural,96,Light,64,84,8.37,USA,Colombia
Colombia Finca El Caucho Pink Bourbon,95,Light,62,80,9.96,USA,Colombia
Colombia Antioquia Natural Carbonic Maceration Caturra,95,Medium Light,60,80,136.68,Taiwan,Colombia
Colombia La Gallera Estate,94,Light,64,84,273.37,Taiwan,Colombia
Colombia Diofanor Ruiz,94,Medium Light,58,76,14.7,China,Colombia
Colombia Java El Edén Limited Edition,94,Medium Light,58,80,8.82,USA,Colombia
Finca La Maria Geisha Natural,94,Light,62,80,1146.38,Taiwan,Colombia
Angamaza,94,Medium Light,60,78,5.88,USA,Ecuador
Ethiopia Rhapsody Espresso,95,Medium Light,52,70,263.88,Taiwan,Ethiopia
Kona Geisha Champagne Natural,95,Light,64,84,66.09,USA,USA
Dafis Abafita Natural Ethiopia,95,Light,64,84,6.32,USA,Ethiopia
Berg Wu Championship Sidamo Washed G1 Lot 20-02,95,Light,64,84,149.91,Taiwan,Ethiopia
Ka’u Yellow Bourbon,94,Medium Light,60,78,11.64,USA,USA
Ethiopia Natural Hambela Wate,95,Medium Light,58,76,136.68,Taiwan,Ethiopia
Kinini Village Rwanda,94,Medium Light,58,76,5.88,USA,Rwanda
Ethiopia Natural Guji Uraga G1 Lot 20-05,94,Medium Light,58,78,165.34,Taiwan,Ethiopia
Kenya Nyeri Muchoki Estate AA,94,Light,62,80,154.32,Taiwan,Kenya
Fruity Espresso Blend,95,Medium Light,56,74,59.0,China,Kenya
Ethiopia Yirgacheffe Cleopatra Natural,94,Medium Light,56,76,300.0,Taiwan,Ethiopia
Ethiopia Yirgacheffe Dumerso G1 Natural,94,Medium Light,57,73,5.57,USA,Ethiopia
Guatemala Santa Felisa Solar Eclipse Gesha Natural,94,Light,64,80,546.74,Taiwan,Guatemala
Coral,94,Medium Light,58,78,4.0,Peru,Peru
Ethiopia Guji Goro Muda Washed G1,95,Light,64,82,198.41,Taiwan,Ethiopia
Ethiopian Guji Ana Sora Alcoholic Natural G1,94,Medium Light,60,80,132.28,Taiwan,Ethiopia
Panama Hacienda La Esmeralda Gesha,96,Medium Light,58,78,24.69,USA,Panama
Ethiopia Cup of Excellence Guji Natural,95,Light,68,90,17.59,USA,Ethiopia
Ethiopia Sidama Telamo FTO Natural,95,Medium Light,58,76,6.76,USA,Ethiopia
Ethiopia Guji Laayyoo Natural,94,Light,64,82,7.33,USA,Ethiopia
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,94,Medium Light,56,78,90.83,Taiwan,Kenya
Ethiopia Grade 1 Chelchele,94,Light,62,80,6.47,USA,Ethiopia
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra,95,Medium,47,73,485.01,Taiwan,Ethiopia
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,94,Medium,46,64,485.01,Taiwan,Taiwan
Ethiopia Keramo Zero Oxygen Natural,94,Medium Light,60,78,24.25,USA,Ethiopia
Panama Elida ASD Natural,94,Light,62,80,40.0,USA,Panama
Peru Yanesha Geisha,94,Medium Light,61,79,0.44,Taiwan,Peru
Ethiopia Guji Chembi,95,Medium Light,58,76,198.24,Taiwan,Ethiopia
Kenya Nyeri,94,Medium Light,57,77,200.0,Taiwan,Kenya
Kona Red Bourbon Anaerobic Washed Uluwehi Farm,95,Medium Light,58,74,26.41,USA,USA
Wush Wush,95,Light,60,82,6.17,USA,Ethiopia
Honey Typica Anaerobic,95,Medium Light,56,74,16.53,USA,Unknown
Geisha,94,Medium Light,55,71,14.55,USA,Unknown
Panama Abu Natural ASD Geisha BOP GN11,96,Medium Light,58,76,1058.2,Taiwan,Panama
Ethiopia Kochere Boji,95,Medium Light,60,77,5.86,USA,Ethiopia
Panama Finca Minerva-Mirage Pacamara BOP PAC04,95,Medium Light,46,76,529.1,Taiwan,Panama
Tanzania Shimiligwanda,94,Light,62,80,5.28,USA,Tanzania
Ethiopia Natural Guji Blue-Donkey 2020,95,Medium Light,59,77,143.3,Taiwan,Ethiopia
Kenya Washed Peaberry Rnyeusi,94,Medium Light,52,74,143.3,Taiwan,Kenya
Ethiopia COE 2nd place Washed Sidamo Rumudamo,94,Medium Light,60,78,1750.0,Taiwan,Ethiopia
Ethiopia Yirgacheffe Natural Haru Suke G1,94,Medium Light,60,80,136.68,Taiwan,Ethiopia
Finca Sophia Gesha Washed,98,Medium Light,58,76,44.09,USA,Panama
Colombia Granja La Esperanza Java Anaerobic,95,Medium Light,53,73,49.97,USA,Colombia
Shantawene Ethiopia Daya Bensa Natural,94,Light,62,80,5.59,USA,Ethiopia
Kenya AA FAQ,94,Medium Light,60,77,165.0,Taiwan,Kenya
Ardent Ethiopia Natural,97,Medium Light,57,77,15.43,USA,Ethiopia
Kona Mocca®,96,Medium Light,52,70,33.05,USA,USA
Holiday Coffee,94,Medium Light,54,74,17.61,USA,Unknown
Ethiopia Dur Feres Natural,94,Medium Light,60,78,5.58,USA,Ethiopia
Kenya AA Ares Phoenix Special,96,Medium,44,60,396.83,Taiwan,Kenya
GW01 Finca Sophia Olympus Geisha,98,Medium Light,58,76,25.0,Taiwan,Panama
La Esperanza Colombian Natural X.O.,94,Medium Light,54,70,4.98,USA,Colombia
Taiwan Geisha Honey,94,Light,62,80,57.28,USA,Taiwan
Camilina Geisha,95,Medium Light,60,78,49.97,USA,Panama
Hacienda La Esmeralda Buenos Aires Geisha Natural,95,Medium Light,54,70,28.66,USA,Panama
Ethiopia Sidama Bona Washed G1,94,Medium Light,58,78,12.79,Taiwan,Ethiopia
Sidama Extreme Papilio Washed,94,Medium Light,59,74,7.35,Taiwan,Ethiopia
Finca Santa Isabel,94,Medium Light,55,73,3.82,Guatemala,Guatemala
Finca San Carlos,94,Medium Light,56,72,3.82,Guatemala,Guatemala
Ethiopia Natural Guji D Minor Special Lot,97,Medium Light,60,76,176.37,Taiwan,Ethiopia
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,94,Medium Light,58,74,661.38,Taiwan,Panama
Costa Rica Cordillera del Fuego,94,Medium Light,58,76,10.58,USA,Costa Rica
Ethiopia Bombe Mountains,94,Medium Light,58,76,7.35,USA,Ethiopia
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,94,Medium Light,52,70,4.98,USA,Ethiopia
Coffea Diversa Rume Sudan Winey,95,Light,64,84,17.59,USA,Guatemala
Hawai’i Puna Anaerobic Washed,94,Medium Light,58,76,17.59,USA,USA
Colombia Hacienda Casablanca,94,Medium Light,62,78,5.88,Canada,Colombia
Ethiopia Natural Guji Kercha Lot Riverside,94,Medium Light,58,78,121.25,Taiwan,Ethiopia
Costa Rica Yellow Honey Lot Kinka Bear,94,Medium Light,52,70,110.23,Taiwan,Costa Rica
San Diego Natural,95,Medium Light,55,75,5.26,USA,Costa Rica
Buna Boka #1,94,Medium Light,60,78,5.51,USA,Ethiopia
El Jardin,94,Medium Light,58,74,12.35,USA,Colombia
Kenya Wachuri,95,Medium,48,66,6.47,USA,Kenya
Kenya Baragwi Guama AB,95,Medium Light,60,80,5.0,USA,Kenya
Kenya ARES,95,Medium Light,54,74,330.43,Taiwan,Kenya
Empress Kenya,95,Medium Light,58,74,244.44,Taiwan,Kenya
Kenya Kiambu AB Top Lot,94,Medium Light,54,72,198.24,Taiwan,Kenya
Kenya Kiambu Maua Lot AB,94,Medium Light,60,78,143.3,Taiwan,Kenya
Kenya Thunguri AA,94,Medium Light,58,80,6.45,USA,Kenya
Kenya Kirinyaga Kabare Karani AA,94,Medium Light,60,78,9.78,Canada,Kenya
Kenya Kirinyaga Kii,94,Medium Light,57,77,250.0,Taiwan,Kenya
Kenya Rungeto,94,Medium Light,56,72,6.76,USA,Kenya
Kenya AA Top Gatomboya,94,Medium Light,54,72,5.29,USA,Kenya
Heart & Soul Espresso Blend,94,Medium,50,70,5.29,USA,Ethiopia
Ethiopia Banko Gotiti,94,Medium Light,57,77,5.88,USA,Ethiopia
Ethiopia Yabitu Koba,94,Medium Light,58,78,5.88,USA,Ethiopia
Ethiopia Banko Gotiti,94,Medium Light,60,78,5.73,USA,Ethiopia
Rhapsody of Dreams,94,Medium Light,58,74,198.24,Taiwan,Colombia
Laura’s Reserve SL34,95,Medium Light,60,78,27.76,USA,Unknown
Ethiopia Reko Yirgacheffe,94,Medium Light,60,76,6.03,USA,Ethiopia
Colombia Asobombo Inza,94,Light,62,84,4.7,USA,Colombia
Ethiopia Sidamo Natural Twakok G1,94,Medium Light,52,72,239.13,Taiwan,Ethiopia
Panama Boquete Torre Lot #1 Geisha Honey,94,Light,62,80,2500.0,Taiwan,Panama
Yellow Caturra (special lot),94,Medium Light,56,70,13.23,USA,Unknown
Hawai’i Kilauea Volcano Yeast Fermentation Washed,96,Medium Light,58,76,26.41,USA,USA
Kona Pink Honey Black Rock Farm,94,Medium Light,58,78,22.0,USA,USA
Ethiopia Kayon Mountain,94,Medium Light,60,78,5.86,USA,Ethiopia
Benti Nenqa #209 Ethiopia,94,Medium Light,60,78,5.51,USA,Ethiopia
El Salvador Santa Elena Pacamara,94,Medium Light,54,70,250.0,Taiwan,El Salvador
Ethiopia Sheka Kawo Kamina Natural,95,Medium Light,58,72,7.33,USA,Ethiopia
Black Swan Blend,94,Medium Light,54,70,114.64,Taiwan,Ethiopia
Indonesia Lintong Mandheling,94,Medium Light,58,78,200.0,Taiwan,Indonesia
Ethiopia Yirgacheffe Natural Farm Direct,94,Medium Light,58,76,6.47,USA,Ethiopia
Kenya Karatina AA 2020,94,Medium Light,58,76,7.05,USA,Kenya
Colombia San Luís Gesha,94,Medium Light,60,76,8.81,USA,Colombia
Karani Kenya,95,Medium Light,56,74,6.17,USA,Kenya
Miraflores Colombia,95,Medium Light,58,78,6.47,USA,Colombia
Kenya Gatuya,94,Medium Light,55,73,6.17,USA,Kenya
Flight Seasonal Espresso,94,Medium Light,58,80,5.44,USA,Ethiopia
Kenya Gicherori,94,Medium Light,58,78,6.91,USA,Kenya
Ethiopia Kayon Mountain (Natural),94,Light,64,92,5.58,USA,Ethiopia
Ethiopia Kayon Mountain (Washed),94,Light,62,88,5.44,USA,Ethiopia
Ethiopia Dame Dabaye,95,Medium Light,60,76,4.7,USA,Ethiopia
Kenya Nyeri AB Nyeshun,96,Medium Light,58,78,176.37,Taiwan,Kenya
Ethiopia Guji Bishala,94,Medium Light,58,76,127.87,Taiwan,Ethiopia
Ethiopia Wegida Natural,94,Light,62,80,5.88,USA,Ethiopia
Ka’u Red Caturra Peaberry,94,Medium Light,58,78,14.7,USA,USA
Wush Wush Ginbo Keffa Ethiopia,95,Medium Light,60,74,5.29,USA,Ethiopia
Burundi Karehe,95,Medium Light,60,76,5.88,USA,Burundi
Ethiopia Guji Natural,94,Light,64,83,5.29,USA,Ethiopia
Ethiopia Gera Estate Natural,94,Light,67,96,4.7,USA,Ethiopia
Estelí Nicaragua,94,Medium Light,60,79,6.61,USA,Nicaragua
Limu Ethiopia Natural,94,Light,66,85,4.12,USA,Ethiopia
Colombia Finca El Roblar,94,Medium Light,60,76,4.85,USA,Colombia
Guatemala Bella Carmona,94,Medium Light,58,74,5.59,USA,Guatemala
Ethiopia Yirgacheffe Kochere Debo,94,Medium Light,54,70,4.12,USA,Ethiopia
Kilauea Volcano Champagne Natural,95,Light,64,80,26.41,USA,Unknown
Nicaragua La Benedicion SL28 Natural,94,Light,62,80,11.73,USA,Nicaragua
Colombia Tolima Geisha,94,Light,62,82,17.62,USA,Colombia
Ethiopia Haro Guta Natural,94,Light,62,80,176.37,Taiwan,Ethiopia
Kenya AA Kirinyaga Kii,95,Medium Light,60,78,264.55,Taiwan,Kenya
Colombia Antioquia La Papaya Bourbon Chiroso,94,Medium Light,62,76,308.64,Taiwan,Colombia
Karimiuki Espresso,96,Medium Light,58,76,6.17,USA,Kenya
Karimiuki Kenya,95,Medium Light,58,76,6.17,USA,Kenya
Colombia San Pedro,94,Medium Light,56,72,5.59,USA,Colombia
"DR Congo, Gera Village, SOPACDI",94,Medium Light,58,76,6.17,USA,Democratic Republic of the Congo
El Floral Colombia,95,Medium Light,59,77,6.17,USA,Colombia
El Salvador Geisha Natural,94,Medium Light,58,74,9.96,USA,El Salvador
Ethiopia Natural Guji Lot D Minor,95,Medium Light,58,76,121.25,Taiwan,Ethiopia
Taiwan Natural Alishan Zhuo-Wu Farm Geisha,94,Medium Light,56,72,0.88,Taiwan,Taiwan
All Rise,94,Medium Light,54,72,5.88,USA,Democratic Republic of the Congo
Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey,94,Medium Light,52,70,204.55,Taiwan,Costa Rica
Sudan Rume,94,Light,62,80,17.64,USA,Colombia
Ethiopia Sidama Keramo Village,94,Medium Light,60,76,7.35,USA,Ethiopia
Red Bourbon Natural Exclusive Reserve,95,Medium Light,58,76,16.75,USA,USA
Nano Genji Agaro Gera,94,Medium,52,68,6.17,USA,Ethiopia
Sumatra Pantan Musara,94,Medium Light,58,74,6.17,USA,Indonesia
Kona Classic Black Rock Farm,94,Medium,52,68,16.71,USA,USA
Ethiopian Yirgacheffe Natural,94,Medium Light,58,76,5.88,USA,Ethiopia
Colombia Cauca At’e,94,Medium Light,60,78,5.29,USA,Colombia
Sumatra Pantan Musara,94,Medium Light,54,72,7.33,USA,Indonesia
Sumatra Gayo G1 Triple-Picked Lot 005,94,Medium Light,56,74,99.21,Taiwan,Indonesia
Nano Genji #4 Espresso,96,Medium Light,56,74,5.51,USA,Ethiopia
Ignacio Quintero Colombia,95,Medium Light,58,78,5.29,USA,Colombia
Ka’u Giant Maragogipe,94,Medium Light,54,68,12.35,USA,USA
Organic Ethiopia Agaro-Nano Challa,94,Medium Light,58,74,6.75,USA,Ethiopia
Kerinci Palompek Sumatra,94,Medium Light,58,78,5.23,USA,Indonesia
Kenya Embu Gicherori Factory AA Top,95,Medium Light,58,74,290.0,Taiwan,Kenya
Colombia Finca Lord Baltimore Papayo,94,Light,62,80,7.33,USA,Colombia
Mocha Java,96,Medium,52,68,4.26,USA,Ethiopia
Ethiopia Shantawene Washed,96,Medium Light,60,78,6.17,USA,Ethiopia
Organic Suke Quto Ethiopia,95,Medium Light,56,74,5.59,USA,Ethiopia
Kenya Tuikit Factory AA,95,Medium Light,56,72,132.28,Taiwan,Kenya
Karen J Kona Red Bourbon,94,Medium Light,58,80,4.41,USA,USA
Abu Natural Panama Geisha,94,Medium Light,58,78,20.55,USA,Panama
Colombia Finca Las Margaritas Natural Sudan Rume,94,Medium Light,55,73,17.64,USA,Colombia
Ecuador Finca Carolina Sidra,94,Medium Light,60,78,8.8,USA,Ecuador
Gesha Village Single-Variety Gesha Special Selection,94,Medium Light,58,74,13.23,China,Ethiopia
Indestec El Paraiso,94,Medium Light,58,74,8.52,USA,Colombia
Monteblanco Cold Fermentation Geisha,94,Medium Light,57,73,8.52,USA,Colombia
Funky Chicken,94,Medium,46,64,9.87,USA,Unknown
Yemen Al-Obbarat,95,Medium Light,54,72,44.05,USA,Yemen
Ecuador Quilanga Typica Yeast Fermentation,94,Medium Light,57,73,6.75,USA,Ecuador
Ethiopia Natural Guji PB JackyLai Lot,94,Medium Light,56,76,132.28,Taiwan,Ethiopia
Ethiopia Wush Wush,96,Light,62,80,9.7,USA,Ethiopia
Ethiopia Hassen Ware Akrabi,94,Medium Light,58,74,6.61,USA,Ethiopia
Costa Rica Luis Campos Anaerobic,94,Medium Light,58,76,6.76,USA,Costa Rica
Colombia Granja La Esperanza Tres Dragones,94,Medium Light,60,74,6.91,USA,Colombia
Colombia Finca La Loma Microlot,94,Medium Light,58,76,4.85,USA,Colombia
Kenya Kiambu AB Uklili 1905 Lot,94,Medium Light,58,76,132.28,Taiwan,Kenya
Elida Natural Dragonfly Lot,95,Medium Light,54,70,5.88,USA,Panama
Kona Laurina Pointu,94,Medium Light,56,70,25.2,USA,USA
Dadaocheng Garden Blend Espresso,94,Medium,52,68,175.0,Taiwan,Guatemala
Ethiopia Dimtu,95,Medium Light,58,82,6.17,USA,Ethiopia
Ethiopia Sidama Anaerobic,94,Medium Light,58,78,5.81,USA,Ethiopia
Kenya Kiri Peaberry,94,Medium Light,56,74,5.59,USA,Kenya
Ethiopia Violent Andromeda Natural,94,Medium,48,66,300.0,Taiwan,Ethiopia
Kenya Nyeri Yerihar AA Lot 1901 Espresso,95,Medium Light,52,78,143.3,Taiwan,Kenya
Costa Rica Aris Red Honey Lot 1901 Espresso,95,Medium,50,68,88.18,Taiwan,Costa Rica
100% Kona Bourbon Pointu Laurina,95,Medium Light,53,75,27.76,USA,USA
Panama Hacienda La Esmeralda Geisha Natural Special Auction ES-N-2,94,Medium Light,54,72,1410.93,Taiwan,Panama
El Salvador Finca El Cerro Natural,94,Medium Light,58,78,6.76,USA,El Salvador
Halo Hartume Espresso,94,Medium Light,57,77,5.26,USA,Ethiopia
Giusto Organic Espresso Blend,94,Medium,48,60,4.19,USA,Unknown
Berg Wu Championship Selection Yirgacheffe G1 Natural Lot 19/01,95,Medium Light,60,78,275.0,Taiwan,Ethiopia
Ethiopia Mulegeta Sintayehu Washed,94,Medium Light,59,77,500.0,Taiwan,Ethiopia
Ecuador Eugenioides Natural Finca Perla Negra,94,Medium Light,55,73,10.29,USA,Ecuador
Panama Esmeralda Geisha Natural,96,Medium Light,56,74,17.59,USA,Panama
