coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location
The Core Espresso;94.0;Emeryville, California;"Ethiopia; Guatemala; Papua New Guinea; Sumatra";Medium;$17.25/12 ounces;45.0;67.0;5,07;17.25;Sumatra;emeryville, california
Espresso Mandarina;94.0;Santa Rosa Beach, Florida;"Congo; Ethiopia";Medium;$16.95/12 ounces;46.0;68.0;4,98;16.95;Ethiopia;santa rosa beach, florida
SOB Espresso;94.0;Silver Lake, Minnesota;Colombia;Medium;$18.95/12 ounces;46.0;68.0;5,57;18.95;Colombia;silver lake, minnesota
Ethiopia Gedeb Worka Sakaro;95.0;Hsinchu, Taiwan;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;NT $660/225 grams;60.0;78.0;293,33;23.28042328042328;Ethiopia;hsinchu, taiwan
La Belleza Colombia;94.0;Madison, Wisconsin;San Augustin, Huila, Colombia;Medium Light;$19.50/12 ounces;57.0;79.0;5,73;45796,00;Colombia;madison, wisconsin
Colombia Pink Bourbon;94.0;Minneapolis, MInnesota;Huila, Colombia;Medium Light;$24.95/12 ounces;56.0;74.0;7,33;24.95;Colombia;minneapolis, minnesota
Crystalina;94.0;Carlsbad, California;Caldas growing region, Colombia;Medium Light;$20.00/12 ounces;60.0;78.0;5,88;20.0;Colombia;carlsbad, california
Kenya Kiambu Gititu AA;94.0;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $360/8 ounces;55.0;75.0;158,73;360.0;Kenya;chia-yi, taiwan
Ninety Plus Gesha Estates JBC Custom Lot #252;94.0;Madison, Wisconsin;Chiriqui Province, far western Panama;Medium Light;$49.50/4 ounces;55.0;74.0;43,65;49.5;Panama;madison, wisconsin
La Palma Y El Tucan Hero Series Colombia Sidra Lot #190;96.0;San Diego, California;Cundinamarca Department, central Colombia;Medium Light;$60.00/8 ounces;57.0;83.0;26,46;60.0;Colombia;san diego, california
Ka’u Champagne Natural;94.0;Minneapolis, MInnesota;Ka'u growing region, Big Island of Hawai'i;Light;$19.95/4 ounces;58.0;84.0;17,59;19.95;;minneapolis, minnesota
Monarch Gesha;94.0;San Rafael, California;Holualoa, North Kona growing district, “Big Island” of Hawai'i;Medium Light;$42.00/4 ounces;51.0;73.0;37,04;42.0;;san rafael, california
Australian Blend Espresso;95.0;Shanghai, China;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.00/200 grams;51.0;73.0;9,5;0.6701940035273368;Ethiopia;shanghai, china
Colombia Tolima Monteverde Estate Natural Wush Wush;94.0;Taoyuan City, Taiwan;Tolima Department, Colombia;Medium;NTD $1200/225 grams;53.0;64.0;533,33;;Colombia;taoyuan city, taiwan
Ethiopia Oromia Guji Washed;94.0;Taoyuan, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NTD $600/225 grams;60.0;79.0;266,67;;Ethiopia;taoyuan, taiwan
Kenya Murang’a Githiga AA;94.0;Chia-Yi, Taiwan;Muranga District, Central Province, Kenya;Medium Light;$27.00/16 ounces;53.0;75.0;5,95;27.0;Kenya;chia-yi, taiwan
Ethiopia Sidama Shantewene;95.0;San Diego, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$19.00/12 ounces;58.0;82.0;5,59;19.0;Ethiopia;san diego, california
Gesha Rebecca Natural;95.0;Yilan, Taiwan;Bench-Maji Zone, Southern Ethiopia;Medium Light;NT $350/8 ounces;58.0;80.0;154,32;350.0;Ethiopia;yilan, taiwan
Café Granja La Esperanza Sudan Rume Natural;95.0;Topeka, Kansas;Valle del Cauca growing region, Colombia;Medium;$37.50/8 ounces;51.0;69.0;16,53;37.5;Colombia;topeka, kansas
Boru Batak Sumatra;94.0;Vancouver, British Columbia, Canada;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;CAD $18.00/340 grams;53.0;75.0;5,29;;Indonesia;vancouver, british columbia, canada
Sumatra Tano Batak;94.0;Boston, Massachusetts;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;$18.00/12 ounces;55.0;68.0;5,29;18.0;Indonesia;boston, massachusetts
Sumatra Lintong;95.0;Johns Creek, Georgia;Lintong growing region, North Sumatra Province, Indonesia;Medium;$17.00/12 ounces;51.0;68.0;5;17.0;Indonesia;johns creek, georgia
Ethiopia Natural Guji Hambela G1 Bishan Fugu;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $650/16 ounces;51.0;73.0;143,3;650.0;Ethiopia;chia-yi, taiwan
Tanzania Tarime AB;94.0;Bedford, New Hampshire;Mara growing region, Tarime, Tanzania;Medium Light;$17.00/12 ounces;56.0;80.0;5;17.0;Tanzania;bedford, new hampshire
El Salvador Cerro Las Ranas Honey Espresso;94.0;Chia-Yi, Taiwan;Santa Ana region, El Salvador;Medium Light;NT $360/16 ounces;50.0;74.0;79,37;360.0;Salvador;chia-yi, taiwan
Panama Baru Geisha Black;94.0;Chia-Yi, Taiwan;Boquete growing region, western Panama;Medium Light;NT $550/4 ounces;52.0;74.0;485,01;550.0;Panama;chia-yi, taiwan
Flight Seasonal Espresso;94.0;Floyd, Virginia;"Costa Rica; Ethiopia";Medium Light;$17.99/12 ounces;54.0;78.0;5,29;17.99;Ethiopia;floyd, virginia
Eaagads Estate Kenya;94.0;Austin, Texas;Kiambu County, south-central Kenya;Medium Light;$19.00/12 ounces;52.0;76.0;5,59;19.0;Kenya;austin, texas
Ethiopia Guji;94.0;Martinez, California;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$12.00/8 ounces;54.0;78.0;5,29;12.0;Ethiopia;martinez, california
Ethiopia Yirgacheffe G1;94.0;Minxiong, Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Light;NT $250/225 grams;58.0;84.0;111,11;8.818342151675484;Ethiopia;minxiong, chia-yi, taiwan
Kenya Karindundu AA Small Lot Reserve;97.0;Boulder, Colorado;Nyeri growing region, south-central Kenya;Medium Light;$18.00/12 ounces;54.0;78.0;5,29;18.0;Kenya;boulder, colorado
Rwanda Kanzu;94.0;Boulder, Colorado;Nyamasheke, Rwanda;Medium Light;$24.00/12 ounces;55.0;77.0;7,05;24.0;Rwanda;boulder, colorado
Ethiopia Kochere Natural;94.0;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;52.0;74.0;5,29;18.0;Ethiopia;boulder, colorado
Kenya Thirikwa Single-Origin Espresso;94.0;Sacramento, California;Nyeri growing region, south-central Kenya;Medium;$22.00/12 ounces;42.0;64.0;6,47;22.0;Kenya;sacramento, california
Sumatra Tano Batak;95.0;Kihei, Maui, Hawaii;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;$20.99/12 ounces;54.0;76.0;6,17;20.99;Indonesia;kihei, maui, hawaii
Rwanda Mushonyi Natural;94.0;Santa Rosa Beach, Florida;Rustiro District, Western Province, Rwanda;Medium Light;$19.95/8 ounces;54.0;78.0;8,8;19.95;Rwanda;santa rosa beach, florida
Ethiopia Hambela Natural Organic;94.0;Branford, Connecticut;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.99/16 ounces;52.0;76.0;4,41;19.99;Ethiopia;branford, connecticut
Kenya AB;94.0;Waterbury Center, Vermont;South-central Kenya;Medium;$18.00/12 ounces;47.0;69.0;5,29;18.0;Kenya;waterbury center, vermont
Tanzania Ngorongoro Ridge Peaberry;95.0;Bedford, New Hampshire;Arusha Region, northern Tanzania;Medium Light;$16.00/12 ounces;55.0;79.0;4,7;16.0;Tanzania;bedford, new hampshire
100% Kona Bourbon Pointu Laurina;95.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$44.95/8 ounces;52.0;74.0;19,82;44.95;Hawaii;holualoa, hawaii
Ethiopia Haro Wachu;94.0;Belmar, New Jersey;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$15.00/8 ounces;50.0;72.0;6,61;15.0;Ethiopia;belmar, new jersey
Banco Gotete Ethiopia;94.0;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.50/12 ounces;53.0;75.0;5,44;45795,00;Ethiopia;madison, wisconsin
Kenya Ruthaka Peaberry;95.0;Sacramento, California;Nyeri growing region, south-central Kenya;Medium;$19.00/12 ounces;48.0;72.0;5,59;19.0;Kenya;sacramento, california
Honduras Las Flores Parainema;94.0;Brooklyn, New York;Santa Bárbara, Honduras;Medium Light;$22.00/12 ounces;56.0;80.0;6,47;22.0;Honduras;brooklyn, new york
Kivu DR Congo;94.0;Madison, Wisconsin;Kalehe, South Kivu Province, Democratic Republic of the Congo;Medium Light;$16.90/12 ounces;56.0;78.0;4,97;45916,00;Congo;madison, wisconsin
Panama Ninety Plus Perci Lot 50;97.0;San Diego, California;Chiriqui Province, far western Panama;Medium Light;$60.00/8 ounces;50.0;74.0;26,46;60.0;Panama;san diego, california
Colombia Sidra;94.0;Changhua County, Taiwan;Tolima Department, Colombia;Medium Light;$15.00/8 ounces;58.0;80.0;6,61;15.0;Colombia;changhua county, taiwan
Colombia Geisha;94.0;Minneapolis, MInnesota;Huila, Colombia;Medium Light;$12.95/6 ounces;53.0;77.0;7,61;35034,00;Colombia;minneapolis, minnesota
Kenya Murunga New Gatanga FCS Mukurwe Factory AB;94.0;Yilan, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;$16.00/8 ounces;54.0;76.0;7,05;16.0;Kenya;yilan, taiwan
Ethiopia WORKA;94.0;Floyd, Virginia;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.99/12 ounces;60.0;80.0;5,29;17.99;Ethiopia;floyd, virginia
Ethiopia Banko Dhadhato Washed;94.0;Floyd, Virginia;Yirgacheffe growing region, southern Ethiopia;Light;$17.99/12 ounces;62.0;82.0;5,29;17.99;Ethiopia;floyd, virginia
Kenya Karuthi AA;95.0;Portland, Oregon;Nyeri growing region, south-central Kenya;Medium Light;$15.00/250 grams;56.0;72.0;6;0.5291005291005291;Kenya;portland, oregon
Kenya Nyeri Nudurutu Factory AB;94.0;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $300/8 ounces;57.0;79.0;132,28;300.0;Kenya;chia-yi, taiwan
Ethiopia Kochere Washed Saona Lot;95.0;Chia-Yi, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $290/8 ounces;57.0;79.0;127,87;290.0;Ethiopia;chia-yi, taiwan
Ethiopia Guji Natural Dasaya;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $300/8 ounces;57.0;79.0;132,28;300.0;Ethiopia;chia-yi, taiwan
Holiday Sweet Blend;94.0;Floyd, Virginia;"Ethiopia; Rwanda; Colombia";Medium Light;$16.99/12 ounces;54.0;76.0;4,99;16.99;Colombia;floyd, virginia
Colombia El Obraje Gesha;94.0;Hillsborough, North Carolina;Narino Department, southern Colombia;Medium Light;$24.00/6 ounces;54.0;74.0;14,11;24.0;Colombia;hillsborough, north carolina
Flowery Nekisse;95.0;Kaohsiung City, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$18.00/8 ounces;60.0;80.0;7,94;18.0;Ethiopia;kaohsiung city, taiwan
Baru Gesha;96.0;Los Angeles, California;Boquete growing region, western Panama;Medium Light;$30.00/250 grams;55.0;75.0;12;1.0582010582010581;Panama;los angeles, california
Camilina Geisha;94.0;San Diego, California;Piedra Candela, Chiriqui Province, far western Panama;Medium Light;$45.00/8 ounces;54.0;78.0;19,84;45.0;Panama;san diego, california
Mama Cata Geisha Washed;94.0;Branford, Connecticut;Alto Quiel, Boquete growing region, western Panama;Medium Light;$54.00/12 ounces;56.0;84.0;15,87;54.0;Panama;branford, connecticut
Wei Rong Blend;94.0;Kaohsiung City, Taiwan;"Ethiopia; Guatemala; Kenya";Medium Light;NT $300/8 ounces;55.0;72.0;132,28;300.0;Kenya;kaohsiung city, taiwan
Kiunyu Peaberry;94.0;San Diego, California;South-central Kenya;Medium Light;$26.00/12 ounces;52.0;76.0;7,64;26.0;Kenya;san diego, california
Kona Mocca®;96.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium;$44.95/8 ounces;46.0;64.0;19,82;44.95;Hawaii;holualoa, hawaii
Kibugu Kenya;95.0;Lexington, Virginia;Embu County, Eastern Province, Kenya;Medium Light;$19.95/12 ounces;54.0;74.0;5,86;19.95;Kenya;lexington, virginia
Poseidon Blend Espresso;95.0;Yilan, Taiwan;Yirgacheffe, Sidamo, Huehuetenango;Medium Light;NT $300/227 grams;52.0;74.0;132,16;10.582010582010582;Huehuetenango;yilan, taiwan
Kenya Gikirima Kibugu;94.0;Youngstown, Ohio;Embu County, Eastern Province, Kenya;Medium Light;$16.25/10 ounces;56.0;74.0;5,73;16.25;Kenya;youngstown, ohio
Elida Estate Geisha Natural Dragonfly Reserve;95.0;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$70.00/8 ounces;54.0;78.0;30,86;70.0;Panama;boulder, colorado
Costa Rica Geisha Honey COE 2018 2nd Place;94.0;Boulder, Colorado;Tarrazu growing region, Costa Rica;Medium Light;$45.00/8 ounces;50.0;76.0;19,84;45.0;Rica;boulder, colorado
Guatemala Pacamara Natural;95.0;Hsinchu, Taiwan;Acatenango growing region, Guatemala;Medium Light;NT $1450/8 ounces;57.0;77.0;639,33;1450.0;Guatemala;hsinchu, taiwan
La Providencia Guatemala Maragogype;94.0;San Diego, California;Huehuetenango growing region, Guatemala;Medium Light;$21.00/12 ounces;56.0;78.0;6,17;21.0;Guatemala;san diego, california
Kenya Kabingara;94.0;Los Angeles, California;Kirinyaga District, south-central Kenya;Medium Light;$19.95/12 ounces;58.0;80.0;5,86;19.95;Kenya;los angeles, california
Kenya Konyu;95.0;Youngstown, Ohio;Kirinyaga District, south-central Kenya;Medium Light;$16.25/10 ounces;57.0;81.0;5,73;16.25;Kenya;youngstown, ohio
Hacienda La Esmeralda Cabana Geisha Natural;95.0;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$75.00/8 ounces;57.0;83.0;33,07;75.0;Panama;boulder, colorado
Finca La Aurora Camilina Geisha;96.0;Boulder, Colorado;Piedra Candela, Chiriqui Province, far western Panama;Medium Light;$45.00/8 ounces;56.0;76.0;19,84;45.0;Panama;boulder, colorado
Twenty Five;96.0;Lee, Massachusetts;"Ethiopia; Papua New Guinea; Guatemala";Medium Light;$14.45/12 ounces;50.0;74.0;4,25;14.45;Guatemala;lee, massachusetts
Karimikui Kenya;94.0;Madison, Wisconsin;Kirinyaga District, south-central Kenya;Medium Light;$19.50/12 ounces;55.0;75.0;5,73;45796,00;Kenya;madison, wisconsin
Kenya Baragwi Thimu Peaberry;94.0;Sacramento, California;Kirinyaga District, south-central Kenya;Medium Light;$19.50/12 ounces;52.0;74.0;5,73;45796,00;Kenya;sacramento, california
Kariru Kenya;94.0;Madison, Wisconsin;South-central Kenya;Medium Light;$19.50/12 ounces;56.0;75.0;5,73;45796,00;Kenya;madison, wisconsin
Esmeralda Estate Porton Geisha Natural;96.0;Boulder, Colorado;Boquete growing region, western Panama;Medium Light;$75.00/8 ounces;56.0;84.0;33,07;75.0;Panama;boulder, colorado
Kenya Kiambu;94.0;Billings, Montana;Kiambu County, south-central Kenya;Medium Light;$16.75/12 ounces;53.0;81.0;4,92;16.75;Kenya;billings, montana
Ethiopia Washed Phoenix Special “Muse”;95.0;Taoyuan City, Taiwan;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Dark;NT $1400/16 ounces;40.0;48.0;308,65;1400.0;Ethiopia;taoyuan city, taiwan
Kenya AB Phoenix Special “Glory”;94.0;Taoyuan City, Taiwan;Kirinyaga District, south-central Kenya;Medium Dark;NT $1500/16 ounces;39.0;45.0;330,7;1500.0;Kenya;taoyuan city, taiwan
Kenya Ritho FCS Handege Factory AB;96.0;Chia-Yi, Taiwan;Thika growing region, central Kenya;Medium Light;NT $375/8 ounces;53.0;81.0;165,34;375.0;Kenya;chia-yi, taiwan
Ethiopia Yirgacheffe Botabaa Washed;95.0;Chia-Yi, Taiwan;Gedeo Zone, Kochere, Ethiopia;Light;NT $290/8 ounces;56.0;86.0;127,87;290.0;Ethiopia;chia-yi, taiwan
Ethiopia Hambela Natural;94.0;Chicago, Illinois;Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia;Medium Light;$18.00/12 ounces;56.0;82.0;5,29;18.0;Ethiopia;chicago, illinois
Ethiopia Gera Limmu Oromia;94.0;Sacramento, Californiaa;Limu Woreda, Oromia region, southwest Ethiopia;Medium Light;$17.50/12 ounces;58.0;82.0;5,14;45794,00;Ethiopia;sacramento, californiaa
Kenya Kabare Konyu;94.0;Sacamento, California;Kirinyaga District, south-central Kenya;Medium Light;$20.50/12 ounces;54.0;80.0;6,03;45797,00;Kenya;sacamento, california
Alemu Bukato Espresso;95.0;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.75/12 ounces;56.0;80.0;5,51;18.75;Ethiopia;madison, wisconsin
Tarime Tanzania;95.0;Lexington, Virginia;Tarime District, Mara Region, Tanzania;Medium Light;$14.75/12 ounces;58.0;82.0;4,34;14.75;Tanzania;lexington, virginia
Berlina Geisha;96.0;Lee, Massachusetts;Horqueta, Chiriquí, Boquete, Panama;Medium Light;$13.34/4 ounces;56.0;84.0;11,76;13.34;Panama;lee, massachusetts
Gatugi Triple;95.0;Lee, Massachusetts;Nyeri growing region, south-central Kenya;Light;$13.34/4 ounces;58.0;86.0;11,76;13.34;Kenya;lee, massachusetts
Ethiopia Yirgacheffe Natural Espresso;94.0;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;51.0;74.0;5,29;18.0;Ethiopia;boulder, colorado
Ethiopia Yirgacheffe Natural;94.0;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;55.0;80.0;5,29;18.0;Ethiopia;boulder, colorado
Guatemala Finca El General Lot ALT8 Espresso;94.0;Chia-Yi, Taiwan;Acatenango growing region, central Guatemala;Medium Light;NT $275/8 ounces;52.0;74.0;121,25;275.0;Guatemala;chia-yi, taiwan
Green Dolphin Blend Espresso;94.0;Chia-Yi, Taiwan;"Ethiopia; Kenya; Colombia; Nicaragua; Sumatra";Medium Light;NT $240/8 ounces;50.0;74.0;105,82;240.0;Sumatra;chia-yi, taiwan
Finca El Socorro Maracaturra;95.0;Topeka, Kansas;Palencia, Fraijanes Plateau growing region, central Guatemala;Medium Light;$22.50/12 ounces;52.0;78.0;6,61;45799,00;Guatemala;topeka, kansas
Ethiopia Kochere Debo Washed Gellana;94.0;Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $550/16 ounces;57.0;83.0;121,25;550.0;Ethiopia;chia-yi, taiwan
Ethiopia Gotiti Natural;95.0;Taipei, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium;NT $580/8 ounces;46.0;72.0;255,73;580.0;Ethiopia;taipei, taiwan
Cream Tabby Espresso Blend;94.0;New Taipei City, Taiwan;"Ethiopia; Kenya";Medium Light;NT $400/225 gram;49.0;74.0;177,78;;Kenya;new taipei city, taiwan
Esmeralda Estate Panama Geisha;94.0;London, England;Boquete growing region, western Panama;;£50/10 capsules;;;;;Panama;london, england
Ethiopia Girma Eshetu;94.0;Toronto, Ontario, Canada;Bita Genet District, Keffa Zone, southwestern Ethiopia;Medium Light;CAD $21.00/12 ounces;56.0;80.0;6,17;;Ethiopia;toronto, ontario, canada
Red Bourbon Honey Cold Brew Coffee;94.0;San Diego, California;Valle de Cauca Department, Colombia;Light;$4.65/8.4-ounce can;;;1,95;;Colombia;san diego, california
Karimikui Espresso;94.0;Madison, Wisconsin;Kirinyaga District, south-central Kenya;Medium Light;$19.50/12 ounces;51.0;73.0;5,73;45796,00;Kenya;madison, wisconsin
Ethiospro Blend;94.0;Billings, Montana;Ethiopia;Medium Light;$17.75/12 ounces;54.0;73.0;5,22;17.75;Ethiopia;billings, montana
Costa Rica Cumbres Del Poas “Perla Negra” Natural;94.0;Charlotte, North Carolina;Sabanilla de Alajuela growing region, Costa Rica;Medium Light;$18.00/12 ounces;59.0;79.0;5,29;18.0;Rica;charlotte, north carolina
Natural Sidamo Twakok G1;94.0;Chia-Yi, Taiwan;Sidamo (also Sidama) growing region, south-central Ethiopia;Light;NT $520/16 ounces;59.0;85.0;114,64;520.0;Ethiopia;chia-yi, taiwan
Yemen Haraaz;94.0;Boulder, Colorado;Central Yemen;Medium Light;$35.00/12 ounces;55.0;75.0;10,29;35.0;Yemen;boulder, colorado
YCFCU Banko Gotiti Coop G1;95.0;Zhubei City, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Dark;NT $850/16 ounces;41.0;53.0;187,39;850.0;Ethiopia;zhubei city, taiwan
Gesha Village Lot #25;95.0;Yilan, Taiwan;Guji Zone, Oromia Region, south-central Ethiopia;Medium Light;NT $1500/8 ounces;52.0;75.0;661,38;1500.0;Ethiopia;yilan, taiwan
Costa Rica Perla Negra;95.0;Durango, Colorado;Sabanilla de Alajuela growing region, Costa Rica;Medium;$16.95/12 ounces;50.0;65.0;4,98;16.95;Rica;durango, colorado
Espresso 1849 Blend;94.0;Martinez, California;"Guatemala; Ethiopia";Medium;$12.00/8 ounces;50.0;70.0;5,29;12.0;Ethiopia;martinez, california
Ethiopia Kayon Mountain;94.0;Floyd, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Light;$18.99/12 ounces;60.0;88.0;5,58;18.99;Ethiopia;floyd, virginia
Tano Batak Sumatra;94.0;Madison, Wisconsin;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;$18.50/12 ounces;58.0;75.0;5,44;45795,00;Indonesia;madison, wisconsin
Reserve Cold Brew;94.0;Martinez, California;Tanzania;;$12.00/25.4-ounce bottle (seasonal);;;1,67;;Tanzania;martinez, california
No. 7 Espresso Blend;95.0;Taichung City, Taiwan;"Colombia; Guatemala";Medium;NT $450/8 ounces;47.0;69.0;198,41;450.0;Guatemala;taichung city, taiwan
Kenya Embu Uteuzi Jimbo;94.0;Chia-Yi, Taiwan;Embu County, Eastern Province Kenya;Medium Light;NT $700/16 ounces;56.0;80.0;154,32;700.0;Kenya;chia-yi, taiwan
DR Congo FTO Bourbon SOPACDI;94.0;Boulder, Colorado;Kalehe, South Kivu Province, Democratic Republic of the Congo;Medium Light;$18.00/12 ounces;50.0;74.0;5,29;18.0;Congo;boulder, colorado
Tarime Tanzania;95.0;Madison, Wisconsin;Tarime District, Mara Region, Tanzania;Medium Light;$19.20/12 ounces;56.0;80.0;5,64;45707,00;Tanzania;madison, wisconsin
Kiniyota Espresso;95.0;Madison, Wisconsin;Buhinyuza District, Muhinga Province, Burundi;Medium Light;$17.60/12 ounces;54.0;78.0;5,17;45825,00;Burundi;madison, wisconsin
El Obraje Geisha;95.0;Boulder, Colorado;Narino Department, southern Colombia;Medium Light;$35.00/8 ounces;52.0;78.0;15,43;35.0;Colombia;boulder, colorado
Mandheling Onan Ganjang;94.0;Chia-Yi, Taiwan;Lintong growing region, North Sumatra Province, Indonesia;Medium Light;NT $550/16 ounces;55.0;77.0;121,25;550.0;Indonesia;chia-yi, taiwan
Ethiopia Banko Gotiti Natural;94.0;Taipei, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $700/16 ounces;60.0;84.0;154,32;700.0;Ethiopia;taipei, taiwan
Yemen Microlot;96.0;Boulder, Colorado;Yemen;Light;$75.00/8 ounces;58.0;84.0;33,07;75.0;Yemen;boulder, colorado
Lycello by Ninety Plus;95.0;Boulder, Colorado;Chiriqui Province, far western Panama;Medium Light;$75.00/8 ounces;54.0;78.0;33,07;75.0;Panama;boulder, colorado
