coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location;Country
ASOPCAFA Colombia;94.0;Madison, Wisconsin;Huila Department, southern Colombia;Medium Light;$14.85/12 ounces;60.0;77.0;4,37;14.85;Colombia;Madison, Wisconsin;USA
Guatemala San Sebastian Natural;95.0;San Francisco, California;Antigua Valley, Guatemala;Medium Light;$14.50/250 grams;59.0;78.0;5,8;0.5114638447971781;Guatemala;San Francisco, California;USA
Ethiopia Hachira Natural Espresso;94.0;San Francisco, California;Yirgacheffe growing region, southern Ethiopia;Light;$22.50/250 grams;62.0;87.0;9;0.7936507936507936;Ethiopia;San Francisco, California;USA
Ethiopia Kochere Espresso Profile;94.0;San Francisco, California;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/320 grams;50.0;79.0;5,62;0.6349206349206349;Ethiopia;San Francisco, California;USA
Kenya Nyeri Kiama FCS Ichuga Factory Peaberry;95.0;Seattle, Washington;South-central Kenya;Medium;$19.50/12 ounces;49.0;68.0;5,73;45796;Kenya;Seattle, Washington;USA
Kenya Nyeri Thageini;94.0;Belmar, New Jersey;South-central Kenya;Medium Light;$18.00/12 ounces;54.0;68.0;5,29;18.0;Kenya;Belmar, New Jersey;USA
Kenya AA Lot-125 “Queen Flora”;95.0;Taoyuan City, Taiwan;Kenya;Medium Dark;NT $900/8 ounces;44.0;56.0;396,83;900.0;Kenya;Taoyuan, Taiwan;Taiwan
Ethiopia Natural Yirgacheffe Phoenix Special “King Solomon”;94.0;Taoyuan City, Taiwan;"Yirgacheffe growing region, southern Ethiopia; Sidama (also Sidamo) growing region, southern Ethiopia";Medium;NT $800/8 ounces;48.0;60.0;352,73;800.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Fully Washed Ethiopia Phoenix Special “Dr. Evil”;94.0;Taoyuan City, Taiwan;Ethiopia;Medium;NT $700/8 ounces;45.0;57.0;308,64;700.0;Ethiopia;Taoyuan, Taiwan;Taiwan
Sulawesi “Tanah Kebangkitan” Phoenix Special Espresso;94.0;Taoyuan City, Taiwan;Toraja growing region, South Sulawesi, Indonesia;Medium Dark;NT $700/8 ounces;44.0;56.0;308,64;700.0;Indonesia;Taoyuan, Taiwan;Taiwan
Kenya AA Lot-122 “Excalibur” Espresso;94.0;Taoyuan City, Taiwan;Kenya;Medium Dark;NT $900/8 ounces;45.0;54.0;396,83;900.0;Kenya;Taoyuan, Taiwan;Taiwan
Panama Elida Natural Lot #13;95.0;Sacramento, California;Boquete growing region, western Panama;Light;$20.00/250 grams;63.0;86.0;8;0.7054673721340388;Panama;Sacramento, California;USA
Emma’s Jo: The Leam Hammer Competition Espresso;95.0;Boulder, Colorado;"Central America; South America; East Africa";Medium Light;$18.00/12 ounces;55.0;75.0;5,29;18.0;Africa;Boulder, Colorado;USA
Costa Rica Sumava Natural Lot;94.0;Sacramento, California;Lourdes de Naranjo, West Valley, Costa Rica;Light;$20.00/250 grams;61.0;85.0;8;0.7054673721340388;Rica;Sacramento, California;USA
Panama Auromar Geisha Natural Peaberry;96.0;Topeka, Kansas;Boquete growing region, western Panama;Medium Light;$40.00/8 ounces;53.0;70.0;17,64;40.0;Panama;Topeka, Kansas;USA
El Burro Geisha Tachi Natural;95.0;Ovledo, Florida;Boquete growing region, western Panama;Medium Light;$46.95/12 ounces;55.0;75.0;13,8;46.95;Panama;Ovledo, Florida;USA
Holiday Blend;95.0;Bozeman, Montana;"Ethiopia; Kenya.";Medium Light;$15.25/12 ounces;54.0;77.0;4,48;15.25;;Bozeman, Montana;USA
Holiday Blend;95.0;Kaohsiung, Taiwan;"Guatemala; Ethiopia.";Light;$25.00/8 ounces;66.0;82.0;11,02;25.0;;Kaohsiung, Taiwan;Taiwan
Nicaragua Pacamara Los Congos Lot #8;95.0;Sacramento, California;San Fernando, Nueva Segovia region, Nicaragua;Light;$20.00/250 grams;68.0;82.0;8;0.7054673721340388;Nicaragua;Sacramento, California;USA
Panama Boquete Kotowa Gesha Natural;94.0;Torrington, Connecticut;Boquete growing region, western Panama;Light;$45.00/8 ounces;64.0;84.0;19,84;45.0;Panama;Torrington, Connecticut;USA
Holiday Blend;94.0;Olympia, Washington;"Honduras; Kenya; Ethiopia";Medium Light;$18.90/12 ounces;59.0;70.0;5,56;45918;Ethiopia;Olympia, Washington;USA
Panama Finca Auromar Camilina Natural;94.0;Branford, Connecticut;Piedra Candela, Chiriqui Province, western Panama;Light;$50.00/8 ounces;66.0;90.0;22,05;50.0;Panama;Branford, Connecticut;USA
El Aguila SL-28 El Salvador;94.0;Madison, Wisconsin;Santa Ana growing region, El Salvador;Medium Light;$18.75/12 ounces;58.0;77.0;5,51;18.75;Salvador;Madison, Wisconsin;USA
Ethiopia Sidama Special Lot Natural;95.0;Boulder, Colorado;Guji Zone, Sidama Province, southern Ethiopia;Light;$18.00/12 ounces;63.0;86.0;5,29;18.0;Ethiopia;Boulder, Colorado;USA
Panama Finca Deborah Caturra Natural;94.0;Sacramento, California;Chiriqui, Boquete growing region, western Panama;Light;$20.00/8 ounces;65.0;88.0;8,82;20.0;Panama;Sacramento, California;USA
Nekisse Red N2 Level 39;96.0;Pu'Er Yunnan Province, China;Sidamo (also Sidama) growing region, southern Ethiopia;Medium Light;RMB $235/125 grams;63.0;74.0;188;;Ethiopia;Pu’Er, China;China
Panama La Esmeralda Bosque Lot 1 Gesha;94.0;San Diego, California;Boquete growing region, western Panama;Light;$48.00/8 ounces;64.0;85.0;21,16;48.0;Panama;San Diego, California;USA
Finca La Mula Panama Geisha Natural;95.0;Madison, Wisconsin;Chiriqui, western Panama.;Medium Light;$49.95/8 ounces;52.0;73.0;22,02;49.95;;Madison, Wisconsin;USA
La Lagunita El Salvador;94.0;Madison, Wisconsin;Apaneca, El Salvador;Medium Light;$18.75/12 ounces;59.0;79.0;5,51;18.75;Salvador;Madison, Wisconsin;USA
Kenya Kinuyu AA;95.0;Sacramento, California;Kirinyaga District, south-central Kenya;Medium Light;$21.00/12 ounces;57.0;70.0;6,17;21.0;Kenya;Sacramento, California;USA
Costa Rica Alberto Guardia Venecia Honey;94.0;Sacramento, California;Central Valley, Costa Rica;Light;$18.50/12 ounces;63.0;85.0;5,44;45795;Rica;Sacramento, California;USA
Nicaragua Cafe Vidita Los Congos Pacamara Natural;95.0;Boulder, Colorado;Nueva Segovia, Nicaragua;Light;$18.00/12 ounces;63.0;91.0;5,29;18.0;Nicaragua;Boulder, Colorado;USA
Kenya Kigutha AA;94.0;Lee, Massachusetts;Kiambu growing region, south-central Kenya.;Medium Light;$17.95/12 ounces;60.0;78.0;5,28;17.95;;Lee, Massachusetts;USA
Panama Altieri Natural Geisha;96.0;Los Angeles, California;Boquete growing region, western Panama;Medium;$49.95/8 ounces;49.0;72.0;22,02;49.95;Panama;Los Angeles, California;USA
Organic Espresso;94.0;San Diego, California;Not disclosed.;Medium;$15.00/12 ounces;52.0;60.0;4,41;15.0;;San Diego, California;USA
Kemgin Ninety Plus;94.0;Lee, Massachusetts;Wellega, Sidama and Yirgacheffe growing regions, southern and western Ethiopia;Medium Light;$25.95/12 ounces;52.0;72.0;7,63;25.95;Ethiopia;Lee, Massachusetts;USA
Ethiopia Nigusse Lemma;94.0;Lee, Massachusetts;Limu growing region, western Ethiopia;Medium Light;$16.95/12 ounces;58.0;76.0;4,98;16.95;Ethiopia;Lee, Massachusetts;USA
Panama Don Pepe Estate Geisha Single-Origin Espresso;96.0;Sacramento, California;Boquete growing region, western Panama;Medium;$19.50/12 ounces;48.0;59.0;5,73;45796;Panama;Sacramento, California;USA
Ichamama Kenya;94.0;Madison, Wisconsin;Nyeri County, Central Highlands, Kenya;Medium Light;$16.10/12 ounces;56.0;74.0;4,73;45673;Kenya;Madison, Wisconsin;USA
Las Flores Espresso;95.0;Madison, Wisconsin;Santa Maria de Dota valley, Tarrazu growing region, Costa Rica;Medium Light;$15.80/12 ounces;57.0;78.0;4,64;45884;Rica;Madison, Wisconsin;USA
El Salvador Finca Medrano Pacamara Nohemi Ventura;94.0;Seoul, South Korea;Chalatenango growing region, northwestern El Salvador;Light;KRW 40,000/500 grams;62.0;87.0;8;;Salvador;Seoul, South Korea;South Korea
Ethiopia Jimma Agaro;95.0;Columbus, Ohio;Jimma Zone, Oromia State, Ethiopia;Light;$20.00/12 ounces;66.0;87.0;5,88;20.0;Ethiopia;Columbus, Ohio;USA
Rwanda Silverback Espresso;95.0;Taoyuan City, Taiwan;Rwanda.;Medium Dark;NT $1,200/16 ounces;43.0;52.0;0,22;;;Taoyuan, Taiwan;Taiwan
Ecuador “Mama Kilya” Espresso;94.0;Taoyuan City, Taiwan;Ecuador.;Medium Dark;NT $2,000/16 ounces;44.0;50.0;0,44;;;Taoyuan, Taiwan;Taiwan
Ethiopia Hambela;94.0;Lexington, Virginia;Hambela district, Oromia growing region, southern Ethiopia;Medium Light;$18.95/12 ounces;55.0;78.0;5,57;18.95;Ethiopia;Lexington, Virginia;USA
Kenya Nyeri Peaberry;95.0;Tulsa, Oklahoma;Nyeri County, Central Highlands, Kenya.;Medium Light;$14.40/12 ounces;55.0;76.0;4,23;45761;;Tulsa, Oklahoma;USA
Panama Lino Esmeralda Geisha Natural;96.0;La Jolla, California;Cañas Verdes, Boquete growing region, western Panama.;Light;$51.00/8 ounces;67.0;88.0;22,49;51.0;;La Jolla, California;USA
Ethiopia Sidama Akrabi;94.0;Lake, Michigan;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;$15.00;58.0;71.0;;;;Lake, Michigan;USA
Kenya AA Gakuyuri;94.0;Jackson, Mississippi;Kirinyaga growing district, south-central Kenya.;Medium Light;$15.25/12 ounces;60.0;75.0;4,48;15.25;;Jackson, Mississippi;USA
Kenya Embu Gakui Peaberry;95.0;Torrington, Connecticut;Kiambu County, south-central Kenya.;Medium Light;$17.50/12 ounces;54.0;70.0;5,14;45794;;Torrington, Connecticut;USA
Kenya AA Kigwandi Estate;95.0;Branford, Connecticut;Nyeri County, Central Highlands, Kenya.;Medium Light;$17.99/16 ounces;59.0;75.0;3,97;17.99;;Branford, Connecticut;USA
Ethiopia Yirgacheffe Buna Ababa;94.0;San Diego, California;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$15.00/8 ounces;57.0;76.0;6,61;15.0;;San Diego, California;USA
Panama Don Pepe Fully Washed Geisha;96.0;Sacramento, California;Boquete growing region, western Panama.;Medium Light;$40.00/8 ounces;58.0;72.0;17,64;40.0;;Sacramento, California;USA
Golden Mean Espresso Blend;94.0;Newport Beach, California;Not disclosed.;Medium;$14.95/12 ounces;48.0;60.0;4,39;14.95;;Newport Beach, California;USA
Finca La Mula Panama Geisha;97.0;Madison, Wisconsin;Chiriqui, western Panama.;Medium;$59.95/8 ounces;52.0;66.0;26,43;59.95;;Madison, Wisconsin;USA
S.O. Espresso Brazil Fazenda Santa Ines;94.0;Ramsey, Minnesota;Carmo de Minas growing region, Minas Gerais State, Brazil.;Medium;$12.95/12 ounces;47.0;60.0;3,81;35034;;Ramsey, Minnesota;USA
Black House;94.0;San Diego, California;"Oromia region, southern Ethiopia; Mandheling growing region, northern Sumatra, Indonesia.";Medium Light;$14.00/12 ounces;55.0;69.0;4,12;14.0;;San Diego, California;USA
Kenya Gachatha AA;96.0;Los Angeles, California;Nyeri growing region, south-central Kenya.;Medium Light;$24.95/12 ounces;54.0;76.0;7,33;24.95;;Los Angeles, California;USA
Burundi Kayanza Province Mpanga Washing Station;94.0;Seattle, Washington;Kayanza Province, northern Burundi.;Medium Light;$21.00/12 ounces;54.0;74.0;6,17;21.0;;Seattle, Washington;USA
Ethiopia Yirgacheffe Dabub Matebya;94.0;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$15.00/12 ounces;65.0;87.0;4,41;15.0;;Bedford, New Hampshire;USA
Yemen Haraaz Red A+;94.0;Boulder, Colorado;Haraz (also spelled Haraaz) growing region, north-central Yemen;Medium Light;$19.00/8 ounces;54.0;74.0;8,38;19.0;Yemen;Boulder, Colorado;USA
El Salvador Finca Loma La Gloria;94.0;La Jolla, California;El Boqueron, Volcan de San Salvador, El Salvador.;Light;$18.99/12 ounces;78.0;99.0;5,58;18.99;;La Jolla, California;USA
Ethiopia Sidama Ardi;95.0;Seattle, Washington;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;$19.00/12 ounces;57.0;78.0;5,59;19.0;;Seattle, Washington;USA
Ethiopia Washed Limu Gera;94.0;Chia-Yi, Taiwan;Limu Woreda, southwest Ethiopia.;Medium Light;$17.00/16 ounces;61.0;79.0;3,75;17.0;;Chia-Yi, Taiwan;Taiwan
Ethiopia Aricha;94.0;Sacramento, California;Yirgacheffe growing region, southern Ethiopia.;Light;$24.00/16 ounces;62.0;88.0;5,29;24.0;;Sacramento, California;USA
Ace Espresso;94.0;Toronto, Ontario, Canada;"Kenya; Brazil.";Medium Light;$16.00/16 ounces;55.0;72.0;3,53;16.0;;Toronto, Canada;Canada
Colombia Special Process Microlot 511 “Memory Orchard” Espresso;94.0;Taoyuan City, Taiwan;Colombia;Medium;NT $2,000/16 ounces;47.0;56.0;0,44;;Colombia;Taoyuan, Taiwan;Taiwan
Costa Rica Sonora Bourbon Natural;94.0;Sacramento, California;Central Valley, Costa Rica.;Light;$19.00/12 ounces;68.0;92.0;5,59;19.0;;Sacramento, California;USA
The Secret Coffee;94.0;Taichung, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Light;NTD $600/227 grams;66.0;99.0;264,32;;;Taichung, Taiwan;Taiwan
Panama Finca Hartmann;95.0;Sacramento, California;Santa Clara, Panama.;Light;$17.50/12 ounces;63.0;81.0;5,14;45794;;Sacramento, California;USA
Sumatra Ulos Batak;94.0;Sacramento, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$18.00/12 ounces;54.0;70.0;5,29;18.0;;Sacramento, California;USA
Espresso Blend;94.0;Hsinchu City, Taiwan;"Panama; Sidamo and Yirgacheffe growing regions, southern Ethiopia; Bolivia; Brazil.";Medium;NT $520/225 grams;52.0;68.0;231,11;18.34215167548501;;Hsinchu, Taiwan;Taiwan
Sillvia Solkiln N2 Level 95;96.0;Pu’Er, Yunnan Province, China;Silla Del Pando, Volcan, Panama.;Medium Light;RMB $350/75 grams;59.0;80.0;466,67;;;Pu’Er, China;China
Sweet Maria’s Acatenango Gesha;94.0;Pu’Er, Yunnan Province, China;Acatenango growing region, central Guatemala.;Medium Light;RMB $234/125 grams;60.0;74.0;187,2;;;Pu’Er, China;China
Keremara AA Kenya;95.0;Lee, Massachusetts;Nyeri growing region, south-central Kenya.;Medium Light;$18.45/12 ounces;60.0;79.0;5,42;18.45;;Lee, Massachusetts;USA
Tchembe Gedeo Ethiopia;94.0;Lee, Massachusetts;Gedeo Zone, southern Ethiopia.;Medium Light;$30.95/12 ounces;58.0;72.0;9,1;30.95;;Lee, Massachusetts;USA
Ethiopia Yirgacheffe Gedeo;95.0;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$14.50/12 ounces;64.0;94.0;4,26;45791;;Bedford, New Hampshire;USA
Finca La Aurora Camilina Geisha;95.0;Boulder, Colorado;Piedra Candela, Chiriqui Province, far western Panama.;Light;$48.50/8 ounces;62.0;88.0;21,38;48.5;;Boulder, Colorado;USA
Sumatra Lake Toba Peaberry;94.0;Yorktown Heights, New York;Lake Toba growing region, northern Sumatra, Indonesia.;Medium;$18.00/12 ounces;47.0;65.0;5,29;18.0;;Yorktown Heights, New York;USA
Sumatra Ulos Batak;94.0;San Rafael, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$17.25/12 ounces;56.0;70.0;5,07;17.25;;San Rafael, California;USA
Ethiopian Washed Kochere G1 SO Espresso;94.0;Kaohsiung City, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$12.00/16 ounces;49.0;62.0;2,65;12.0;;Kaohsiung, Taiwan;Taiwan
Colombia Granja La Esperanza Grand Cru Mokka;94.0;Topeka, Kansas;Valle del Cauca growing region, Colombia.;Light;$27.50/12 ounces;65.0;86.0;8,08;45804;;Topeka, Kansas;USA
Panama Esmeralda Geisha;96.0;Chicago, Illinois;Boquete growing region, western Panama.;Medium Light;$46.00/10 ounces;57.0;83.0;16,23;46.0;;Chicago, Illinois;USA
Rum-Barrel Conditioned Ethiopia Gelena Abaya;94.0;Highland Park, New Jersey;Kersa district, Oromia region, southern Ethiopia.;Light;$12.00/8 ounces;65.0;85.0;5,29;12.0;;Highland Park, New Jersey;USA
Finca La Mula Panama Geisha;96.0;Madison, Wisconsin;Chiriqui, western Panama.;Medium Light;$49.25/8 ounces;57.0;81.0;21,72;49.25;;Madison, Wisconsin;USA
Milepost Kenya Nyeri Ruarai;94.0;Floyd, Virginia;Nyeri growing region, south-central Kenya.;Medium Light;$18.00/12 ounces;58.0;81.0;5,29;18.0;;Floyd, Virginia;USA
Kenya Thiriku;95.0;Sacramento, California;Nyeri growing region, south-central Kenya.;Medium Light;$17.50/12 ounces;56.0;77.0;5,14;45794;;Sacramento, California;USA
Ari-Ari Seuri-Seuri;94.0;Paju City (Gyeonggi-do), South Korea;"Kenya; Ethiopia.";Medium Light;$12.00/200 grams;56.0;72.0;6;0.42328042328042326;;Paju, South Korea;South Korea
Jazz Apricot (Espresso);94.0;Taipei, Taiwan;"Sidamo and Yirgacheffe, Ethiopia; Kenya; Sumatra.";Medium;NTD $500/16 ounces;50.0;62.0;110,23;;;Taipei, Taiwan;Taiwan
Ethiopia Biloya Organic;95.0;Olympia, Washington;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.75/12 ounces;55.0;75.0;4,92;16.75;;Olympia, Washington;USA
Organic Ethiopian Worka Special Prep;94.0;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia.;Light;$17.75/12 ounces;60.0;83.0;5,22;17.75;;Driftless, Wisconsin;USA
Ethiopia Washed Yirgacheffe Alemu Station;94.0;Chia-Yi, Taiwan;Yirgacheffe growing region, south-central Ethiopia.;Light;$18.00/16 ounces;65.0;88.0;3,97;18.0;;Chia-Yi, Taiwan;Taiwan
Kenya Kianjuri AB;94.0;Boulder, Colorado;Meru County, central Kenya.;Medium;$18.00/12 ounces;53.0;68.0;5,29;18.0;;Boulder, Colorado;USA
Kenya Nyeri Tambaya Peaberry;94.0;Seattle, Washington;Nyeri growing region, south-central Kenya.;Medium;$19.50/12 ounces;49.0;65.0;5,73;45796;;Seattle, Washington;USA
Ethiopian Yirgacheffe Idido Natural;94.0;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$18.00/12 ounces;58.0;83.0;5,29;18.0;;Boulder, Colorado;USA
Kenya AA;95.0;New Taipei City, Taiwan;Central Kenya.;Medium Light;NT$500/8 ounces;56.0;79.0;220,46;500.0;;New Taipei, Taiwan;Taiwan
Ethiopia Suke Quto Organic;95.0;Ramsey, Minnesota;Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia.;Medium;$14.95/12 ounces;52.0;65.0;4,39;14.95;;Ramsey, Minnesota;USA
Espresso Blend Spring 15;94.0;New Taipei City, Taiwan;"Ethiopia; Sumatra; Central America.";Medium;NT$290/8 ounces;48.0;54.0;127,87;290.0;;New Taipei, Taiwan;Taiwan
Esmeralda Leon Natural Geisha;96.0;La Jolla, California;Cañas Verdes, Boquete growing region, western Panama.;Light;$45.00/8 ounces;71.0;89.0;19,84;45.0;;La Jolla, California;USA
Shilcho Ethiopia, Red Cherry Initiative;94.0;San Diego, California;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium;$17.00/12 ounces;53.0;66.0;5;17.0;;San Diego, California;USA
Lomi Tasha Worka, Ethiopia;95.0;Los Angeles, California;Yirgacheffe growing district, southern Ethiopia.;Light;$25.00/12 ounces;64.0;85.0;7,35;25.0;;Los Angeles, California;USA
Laura’s Reserve SL-28;94.0;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii.;Medium;$35.95/8 ounces;53.0;68.0;15,85;35.95;;Holualoa, Hawaii;USA
Semeon Abay Ethiopia;95.0;Lee, Massachusetts;Southern and/or western Ethiopia.;Light;;66.0;84.0;;;;Lee, Massachusetts;USA
Kenya Nyeri Rukira AB;95.0;Chia-Yi, Taiwan;Nyeri County, Central Kenya.;Medium;$20.00/16 ounces;49.0;66.0;4,41;20.0;;Chia-Yi, Taiwan;Taiwan
Auromar Camilina Geisha;95.0;Topeka, Kansas;Boquete growing region, western Panama.;Light;$40.00/8 ounces;62.0;88.0;17,64;40.0;;Topeka, Kansas;USA
Holiday Blend;95.0;Olympia, Washington;"El Salvador; Kenya.";Medium Light;$17.25/12 ounces;59.0;78.0;5,07;17.25;;Olympia, Washington;USA
Ethiopia Wenago Natural;95.0;Sacramento, California;Gedeo zone, Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$18.00/12 ounces;55.0;73.0;5,29;18.0;;Sacramento, California;USA
Panama Geisha Holiday Blend;95.0;Los Angeles, California;Boquete growing region, western Panama.;Light;$24.00/150 grams;67.0;88.0;16;0.8465608465608465;;Los Angeles, California;USA
Panama Esmeralda Especial Geisha Bosque 2;94.0;Sacramento, California;Boquete growing region, western Panama;Medium;$62.00/8 ounces;50.0;65.0;27,34;62.0;Panama;Sacramento, California;USA
Gratitude Special Blend;94.0;Longwood, Florida;Central America.;Medium;$12.50/12 ounces;46.0;64.0;3,67;45789;;Longwood, Florida;USA
Nicaragua Pacamara Reserve Los Congos;94.0;Boulder, Colorado;San Fernando, Nueva Segovia region, Nicaragua.;Medium Light;$18.00/12 ounces;57.0;73.0;5,29;18.0;;Boulder, Colorado;USA
Kenya Muthonjo AA;94.0;Bellingham, Washington;South-central Kenya.;Medium;$16.00/150 grams;49.0;64.0;10,67;0.564373897707231;;Bellingham, Washington;USA
Ethiopia Ninety Plus Hachira N2;95.0;Yorktown Heights, New York;Yirgacheffe growing region, southern Ethiopia.;Medium;$30.00/12 ounces;51.0;67.0;8,82;30.0;;Yorktown Heights, New York;USA
Perci Red Panama Gesha;95.0;Lee, Massachusetts;Silla Del Pando, Volcan, Panama.;Light;$72.45/12 ounces;74.0;101.0;21,3;72.45;;Lee, Massachusetts;USA
Kenya Karagoto;94.0;Berkeley, California;Nyeri County, Central Highlands, Kenya.;Medium;$12.99/12 ounces;54.0;66.0;3,82;36495;;Berkeley, California;USA
Nekisse Natural Process Ethiopia;94.0;Lee, Massachusetts;Sidamo (also Sidama) growing region, southern Ethiopia.;Light;$30.95/12 ounces;64.0;89.0;9,1;30.95;;Lee, Massachusetts;USA
Ethiopia Yirgacheffe Gutiti;94.0;Ramsey, Minnesota;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$16.95/12 ounces;52.0;69.0;4,98;16.95;;Ramsey, Minnesota;USA
Ulos Batak Sumatra Peaberry;95.0;Madison, Wisconsin;Northern Sumatra, Indonesia.;Medium Light;$18.50/12 ounces;54.0;78.0;5,44;45795;;Madison, Wisconsin;USA
Ethiopia Konga;94.0;Lexington, Virginia;Konga District, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.95/12 ounces;56.0;76.0;4,98;16.95;;Lexington, Virginia;USA
Kenya AA Top 405A Espresso;95.0;Taoyuan City, Taiwan;Central Kenya.;Medium;NTD$ 1600 / 16 ounces;47.0;62.0;352,74;;;Taoyuan, Taiwan;Taiwan
Seasonal Mini-Me Yirgacheffe Washed;94.0;Kaohsiung City, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Medium;NTD $1000/16 ounces;52.0;68.0;220,46;;;Kaohsiung, Taiwan;Taiwan
Panama Mama Cata Natural;95.0;Longwood, Florida;Boquete growing region, western Panama.;Medium;$33.95/12 ounces;42.0;63.0;9,98;33.95;;Longwood, Florida;USA
